id,date,client_id,card_id,amount,use_chip,merchant_id,merchant_city,merchant_state,zip,mcc,errors,mcc_type,fraud,current_age,retirement_age,birth_year,birth_month,gender,address,latitude,longitude,per_capita_income,yearly_income,total_debt,credit_score,num_credit_cards,card_brand,card_type,expires,has_chip,num_cards_issued,credit_limit,acct_open_date,year_pin_last_changed,card_on_dark_web
17165247,2015-12-30 10:44:00,519,4390,54.37,Chip Transaction,66080,Las Vegas,NV,89121,5411,No Error,"Grocery Stores, Supermarkets",1.0,57,67,1962,6,Female,839 East Avenue,36.14,-115.03,19377,39508,18870,770,4,Mastercard,Debit (Prepaid),05/2020,YES,2,65,2012-08-01,2012,No
17165347,2015-12-30 10:58:00,885,6005,1.61,Online Transaction,80770,ONLINE,ONLINE,00000,7922,Bad Expiration,Theatrical Producers,1.0,36,66,1983,12,Male,7121 Fourth Avenue,36.67,-93.86,13895,28334,0,700,3,Mastercard,Debit,11/2022,YES,2,7784,2010-12-01,2014,No
17165401,2015-12-30 11:07:00,885,6005,3.9,Online Transaction,34490,ONLINE,ONLINE,00000,5719,No Error,Miscellaneous Home Furnishing Stores,1.0,36,66,1983,12,Male,7121 Fourth Avenue,36.67,-93.86,13895,28334,0,700,3,Mastercard,Debit,11/2022,YES,2,7784,2010-12-01,2014,No
17165423,2015-12-30 11:10:00,928,4528,87.69,Online Transaction,27092,ONLINE,ONLINE,00000,4829,No Error,Money Transfer,1.0,59,66,1960,12,Female,26 Martin Luther King Drive,29.76,-95.38,15862,32347,82667,784,7,Visa,Debit,03/2020,YES,1,14540,2002-09-01,2002,No
17165542,2015-12-30 11:29:00,1503,3772,232.91,Online Transaction,27092,ONLINE,ONLINE,00000,4829,No Error,Money Transfer,1.0,59,67,1960,3,Male,1362 Norfolk Drive,32.35,-86.28,21102,43021,86014,725,4,Mastercard,Debit,11/2020,YES,2,24049,2006-07-01,2013,No
17166059,2015-12-30 13:02:00,121,349,139.87,Online Transaction,99370,ONLINE,ONLINE,00000,5311,No Error,Department Stores,1.0,34,66,1985,11,Female,71858 Mountain View Street,44.21,-88.43,22277,45419,124370,721,3,Mastercard,Credit,12/2021,YES,1,10000,2015-01-01,2015,No
17166163,2015-12-30 13:18:00,121,349,76.74,Chip Transaction,95830,Appleton,WI,54914,5411,No Error,"Grocery Stores, Supermarkets",1.0,34,66,1985,11,Female,71858 Mountain View Street,44.21,-88.43,22277,45419,124370,721,3,Mastercard,Credit,12/2021,YES,1,10000,2015-01-01,2015,No
17166227,2015-12-30 13:28:00,319,248,243.92,Online Transaction,34702,ONLINE,ONLINE,00000,5310,No Error,Discount Stores,1.0,67,67,1952,12,Male,388 Third Avenue,36.75,-119.67,17683,28357,10400,628,2,Visa,Credit,03/2021,YES,2,6800,2010-01-01,2010,No
17166239,2015-12-30 13:30:00,419,3854,122.45,Online Transaction,19964,ONLINE,ONLINE,00000,5311,No Error,Department Stores,1.0,60,66,1959,11,Male,933 Valley Lane,38.14,-120.45,16448,33540,74530,734,5,Mastercard,Credit,06/2022,YES,2,8800,2008-07-01,2008,No
17166568,2015-12-30 14:34:00,1503,3772,601.45,Online Transaction,76639,ONLINE,ONLINE,00000,5732,No Error,Electronics Stores,1.0,59,67,1960,3,Male,1362 Norfolk Drive,32.35,-86.28,21102,43021,86014,725,4,Mastercard,Debit,11/2020,YES,2,24049,2006-07-01,2013,No
17166576,2015-12-30 14:36:00,1503,3772,161.5,Online Transaction,84905,ONLINE,ONLINE,00000,5733,No Error,Music Stores - Musical Instruments,1.0,59,67,1960,3,Male,1362 Norfolk Drive,32.35,-86.28,21102,43021,86014,725,4,Mastercard,Debit,11/2020,YES,2,24049,2006-07-01,2013,No
17166732,2015-12-30 15:05:00,121,349,132.69,Online Transaction,76639,ONLINE,ONLINE,00000,5732,No Error,Electronics Stores,1.0,34,66,1985,11,Female,71858 Mountain View Street,44.21,-88.43,22277,45419,124370,721,3,Mastercard,Credit,12/2021,YES,1,10000,2015-01-01,2015,No
17166733,2015-12-30 15:05:00,121,349,8.04,Online Transaction,27092,ONLINE,ONLINE,00000,4829,No Error,Money Transfer,1.0,34,66,1985,11,Female,71858 Mountain View Street,44.21,-88.43,22277,45419,124370,721,3,Mastercard,Credit,12/2021,YES,1,10000,2015-01-01,2015,No
17166880,2015-12-30 15:35:00,360,3592,79.28,Online Transaction,20519,ONLINE,ONLINE,00000,5942,No Error,Book Stores,1.0,43,67,1976,4,Male,881 Plum Street,39.22,-74.8,22697,46278,51243,791,4,Mastercard,Debit,04/2020,NO,1,21058,2015-06-01,2015,No
17167210,2015-12-30 16:30:00,1289,5610,148.28,Swipe Transaction,71785,Pompano Beach,FL,33064,5912,No Error,Drug Stores and Pharmacies,1.0,33,64,1986,11,Male,27934 11th Street,26.14,-80.13,20995,42808,117011,758,1,Mastercard,Debit (Prepaid),04/2018,NO,3,38,2010-11-01,2013,No
17167230,2015-12-30 16:35:00,1289,5610,8.64,Online Transaction,31893,ONLINE,ONLINE,00000,5311,No Error,Department Stores,1.0,33,64,1986,11,Male,27934 11th Street,26.14,-80.13,20995,42808,117011,758,1,Mastercard,Debit (Prepaid),04/2018,NO,3,38,2010-11-01,2013,No
17167581,2015-12-30 18:29:00,519,4390,8.49,Online Transaction,41184,ONLINE,ONLINE,00000,5310,No Error,Discount Stores,1.0,57,67,1962,6,Female,839 East Avenue,36.14,-115.03,19377,39508,18870,770,4,Mastercard,Debit (Prepaid),05/2020,YES,2,65,2012-08-01,2012,No
17167610,2015-12-30 18:40:00,319,248,2.76,Online Transaction,27092,ONLINE,ONLINE,00000,4829,No Error,Money Transfer,1.0,67,67,1952,12,Male,388 Third Avenue,36.75,-119.67,17683,28357,10400,628,2,Visa,Credit,03/2021,YES,2,6800,2010-01-01,2010,No
17168013,2015-12-30 21:14:00,319,248,492.63,Online Transaction,77020,ONLINE,ONLINE,00000,5816,No Error,Digital Goods - Games,1.0,67,67,1952,12,Male,388 Third Avenue,36.75,-119.67,17683,28357,10400,628,2,Visa,Credit,03/2021,YES,2,6800,2010-01-01,2010,No
17178657,2016-01-02 09:24:00,121,349,246.76,Online Transaction,76639,ONLINE,ONLINE,00000,5732,No Error,Electronics Stores,1.0,34,66,1985,11,Female,71858 Mountain View Street,44.21,-88.43,22277,45419,124370,721,3,Mastercard,Credit,12/2021,YES,1,10000,2015-01-01,2015,No
17178667,2016-01-02 09:27:00,121,349,161.0,Online Transaction,51300,ONLINE,ONLINE,00000,3359,No Error,Non-Ferrous Metal Foundries,1.0,34,66,1985,11,Female,71858 Mountain View Street,44.21,-88.43,22277,45419,124370,721,3,Mastercard,Credit,12/2021,YES,1,10000,2015-01-01,2015,No
17178792,2016-01-02 10:01:00,360,3592,6.11,Swipe Transaction,57533,Ocean View,NJ,08230,5300,No Error,Wholesale Clubs,1.0,43,67,1976,4,Male,881 Plum Street,39.22,-74.8,22697,46278,51243,791,4,Mastercard,Debit,04/2020,NO,1,21058,2015-06-01,2015,No
17178800,2016-01-02 10:03:00,274,2841,221.03,Online Transaction,31893,ONLINE,ONLINE,00000,5311,No Error,Department Stores,1.0,43,67,1976,4,Female,4 North Street,38.89,-77.03,23940,48810,0,799,3,Mastercard,Credit,02/2023,YES,2,10500,2003-05-01,2016,No
17179215,2016-01-02 11:36:00,274,2841,23.19,Online Transaction,83480,ONLINE,ONLINE,00000,9402,No Error,Postal Services - Government Only,1.0,43,67,1976,4,Female,4 North Street,38.89,-77.03,23940,48810,0,799,3,Mastercard,Credit,02/2023,YES,2,10500,2003-05-01,2016,No
17179356,2016-01-02 12:04:00,1138,2122,88.78,Online Transaction,81477,ONLINE,ONLINE,00000,5311,Insufficient Balance,Department Stores,1.0,51,64,1968,3,Female,5334 11th Avenue,33.68,-86.39,20542,41886,107734,768,3,Mastercard,Debit (Prepaid),02/2020,YES,2,51,2006-03-01,2011,No
17179655,2016-01-02 13:07:00,1138,2122,1.01,Online Transaction,24504,ONLINE,ONLINE,00000,4214,No Error,Motor Freight Carriers and Trucking,1.0,51,64,1968,3,Female,5334 11th Avenue,33.68,-86.39,20542,41886,107734,768,3,Mastercard,Debit (Prepaid),02/2020,YES,2,51,2006-03-01,2011,No
17179685,2016-01-02 13:13:00,104,4205,54.86,Swipe Transaction,67346,Arlington,TX,76006,5921,No Error,"Package Stores, Beer, Wine, Liquor",1.0,33,65,1986,11,Female,2043 Mill Street,32.69,-97.01,18334,37384,49182,713,3,Mastercard,Credit,05/2024,NO,1,8000,2007-08-01,2020,No
17179902,2016-01-02 13:56:00,1138,2122,14.13,Online Transaction,47399,ONLINE,ONLINE,00000,5815,No Error,"Digital Goods - Media, Books, Apps",1.0,51,64,1968,3,Female,5334 11th Avenue,33.68,-86.39,20542,41886,107734,768,3,Mastercard,Debit (Prepaid),02/2020,YES,2,51,2006-03-01,2011,No
17179924,2016-01-02 13:59:00,1138,2122,8.71,Online Transaction,48919,ONLINE,ONLINE,00000,5311,No Error,Department Stores,1.0,51,64,1968,3,Female,5334 11th Avenue,33.68,-86.39,20542,41886,107734,768,3,Mastercard,Debit (Prepaid),02/2020,YES,2,51,2006-03-01,2011,No
17179950,2016-01-02 14:05:00,1138,2122,110.16,Online Transaction,59350,ONLINE,ONLINE,00000,7922,No Error,Theatrical Producers,1.0,51,64,1968,3,Female,5334 11th Avenue,33.68,-86.39,20542,41886,107734,768,3,Mastercard,Debit (Prepaid),02/2020,YES,2,51,2006-03-01,2011,No
17180345,2016-01-02 15:28:00,274,2841,2.32,Chip Transaction,85945,Suitland,MD,20746,5813,No Error,Drinking Places (Alcoholic Beverages),1.0,43,67,1976,4,Female,4 North Street,38.89,-77.03,23940,48810,0,799,3,Mastercard,Credit,02/2023,YES,2,10500,2003-05-01,2016,No
17180357,2016-01-02 15:29:00,1138,2122,30.34,Online Transaction,99370,ONLINE,ONLINE,00000,5311,No Error,Department Stores,1.0,51,64,1968,3,Female,5334 11th Avenue,33.68,-86.39,20542,41886,107734,768,3,Mastercard,Debit (Prepaid),02/2020,YES,2,51,2006-03-01,2011,No
17180388,2016-01-02 15:36:00,274,2841,30.82,Online Transaction,72515,ONLINE,ONLINE,00000,5814,No Error,Fast Food Restaurants,1.0,43,67,1976,4,Female,4 North Street,38.89,-77.03,23940,48810,0,799,3,Mastercard,Credit,02/2023,YES,2,10500,2003-05-01,2016,No
17180417,2016-01-02 15:41:00,1138,2122,57.35,Online Transaction,19363,ONLINE,ONLINE,00000,4112,No Error,Passenger Railways,1.0,51,64,1968,3,Female,5334 11th Avenue,33.68,-86.39,20542,41886,107734,768,3,Mastercard,Debit (Prepaid),02/2020,YES,2,51,2006-03-01,2011,No
17180529,2016-01-02 16:04:00,360,3592,148.89,Swipe Transaction,69880,Mays Landing,NJ,08330,7996,No Error,"Amusement Parks, Carnivals, Circuses",1.0,43,67,1976,4,Male,881 Plum Street,39.22,-74.8,22697,46278,51243,791,4,Mastercard,Debit,04/2020,NO,1,21058,2015-06-01,2015,No
17180694,2016-01-02 16:35:00,360,3592,76.31,Online Transaction,60569,ONLINE,ONLINE,00000,5300,No Error,Wholesale Clubs,1.0,43,67,1976,4,Male,881 Plum Street,39.22,-74.8,22697,46278,51243,791,4,Mastercard,Debit,04/2020,NO,1,21058,2015-06-01,2015,No
17180854,2016-01-02 17:14:00,1138,2122,13.68,Chip Transaction,37673,Springville,AL,35146,5300,No Error,Wholesale Clubs,1.0,51,64,1968,3,Female,5334 11th Avenue,33.68,-86.39,20542,41886,107734,768,3,Mastercard,Debit (Prepaid),02/2020,YES,2,51,2006-03-01,2011,No
17183390,2016-01-03 10:00:00,20,3895,42.85,Online Transaction,86286,ONLINE,ONLINE,00000,5732,No Error,Electronics Stores,1.0,86,67,1933,12,Female,3631 Plum Boulevard,32.42,-97.1,19477,23371,0,757,8,Mastercard,Debit,10/2024,YES,2,14961,2009-07-01,2015,No
17183426,2016-01-03 10:05:00,1195,26,11.29,Online Transaction,24504,ONLINE,ONLINE,00000,4214,No Error,Motor Freight Carriers and Trucking,1.0,75,68,1944,7,Male,1222 First Drive,44.01,-92.47,23553,40696,15691,801,6,Mastercard,Credit,10/2020,YES,2,10200,2002-01-01,2011,No
17183500,2016-01-03 10:19:00,1063,2015,90.73,Online Transaction,5594,ONLINE,ONLINE,00000,3001,Insufficient Balance,Steel Products Manufacturing,1.0,64,66,1956,2,Male,690 Jefferson Lane,41.91,-89.06,18590,37898,36994,716,5,Visa,Debit,12/2022,YES,2,15265,2000-03-01,2009,No
17183532,2016-01-03 10:24:00,20,3895,64.89,Online Transaction,89705,ONLINE,ONLINE,00000,5193,No Error,"Florists Supplies, Nursery Stock and Flowers",1.0,86,67,1933,12,Female,3631 Plum Boulevard,32.42,-97.1,19477,23371,0,757,8,Mastercard,Debit,10/2024,YES,2,14961,2009-07-01,2015,No
17183567,2016-01-03 10:29:00,1569,2392,179.52,Online Transaction,39821,ONLINE,ONLINE,00000,5045,No Error,"Computers, Computer Peripheral Equipment",1.0,68,65,1951,3,Female,7276 Valley Drive,43.54,-96.73,20153,39082,16870,722,4,Visa,Credit,03/2022,YES,1,10300,1993-04-01,2013,No
17183584,2016-01-03 10:33:00,161,5588,180.34,Online Transaction,81477,ONLINE,ONLINE,00000,5311,No Error,Department Stores,1.0,31,70,1988,11,Male,237 Hill Lane,31.56,-97.18,11512,23469,22976,731,3,Visa,Debit,12/2016,YES,1,11168,2009-11-01,2009,No
17183626,2016-01-03 10:41:00,20,3895,12.25,Online Transaction,83480,ONLINE,ONLINE,00000,9402,No Error,Postal Services - Government Only,1.0,86,67,1933,12,Female,3631 Plum Boulevard,32.42,-97.1,19477,23371,0,757,8,Mastercard,Debit,10/2024,YES,2,14961,2009-07-01,2015,No
17183851,2016-01-03 11:21:00,1859,2241,236.92,Online Transaction,92822,ONLINE,ONLINE,00000,3395,No Error,Welding Repair,1.0,68,66,1952,1,Male,530 Federal Drive,41.44,-74.42,22621,38689,8942,836,5,Visa,Credit,07/2020,YES,1,18600,2009-03-01,2013,No
17183905,2016-01-03 11:33:00,161,5588,2.94,Online Transaction,32858,ONLINE,ONLINE,00000,5311,No Error,Department Stores,1.0,31,70,1988,11,Male,237 Hill Lane,31.56,-97.18,11512,23469,22976,731,3,Visa,Debit,12/2016,YES,1,11168,2009-11-01,2009,No
17184078,2016-01-03 12:07:00,257,4386,49.56,Online Transaction,19964,ONLINE,ONLINE,00000,5311,No Error,Department Stores,1.0,52,65,1967,9,Male,858 Martin Luther King Drive,34.2,-118.39,15239,31070,86747,708,4,Visa,Credit,11/2024,YES,1,8000,2011-08-01,2011,No
17184137,2016-01-03 12:16:00,247,5191,330.0,Online Transaction,3558,ONLINE,ONLINE,00000,3640,No Error,"Lighting, Fixtures, Electrical Supplies",1.0,49,69,1970,7,Female,704 East Drive,30.21,-93.2,26772,54587,69070,761,6,Mastercard,Debit,07/2021,YES,2,12852,2010-10-01,2012,No
17184719,2016-01-03 14:01:00,1195,26,1.0,Online Transaction,88459,ONLINE,ONLINE,00000,5311,No Error,Department Stores,1.0,75,68,1944,7,Male,1222 First Drive,44.01,-92.47,23553,40696,15691,801,6,Mastercard,Credit,10/2020,YES,2,10200,2002-01-01,2011,No
17184743,2016-01-03 14:05:00,1103,2599,82.45,Online Transaction,59350,ONLINE,ONLINE,00000,7922,No Error,Theatrical Producers,1.0,45,70,1974,5,Female,31 Jefferson Boulevard,47.09,-116.46,12618,25723,34007,746,3,Mastercard,Debit,06/2023,YES,2,15409,2009-04-01,2010,No
17184760,2016-01-03 14:08:00,1103,2599,210.11,Online Transaction,32858,ONLINE,ONLINE,00000,5311,No Error,Department Stores,1.0,45,70,1974,5,Female,31 Jefferson Boulevard,47.09,-116.46,12618,25723,34007,746,3,Mastercard,Debit,06/2023,YES,2,15409,2009-04-01,2010,No
17184807,2016-01-03 14:18:00,1048,2048,0.09,Online Transaction,30286,ONLINE,ONLINE,00000,4814,No Error,Telecommunication Services,1.0,59,63,1960,12,Female,265 Ocean Drive,29.79,-95.82,26422,53878,78143,779,4,Mastercard,Credit,08/2020,YES,2,12500,2003-03-01,2003,No
17184855,2016-01-03 14:28:00,1569,2392,67.63,Online Transaction,51180,ONLINE,ONLINE,00000,5193,No Error,"Florists Supplies, Nursery Stock and Flowers",1.0,68,65,1951,3,Female,7276 Valley Drive,43.54,-96.73,20153,39082,16870,722,4,Visa,Credit,03/2022,YES,1,10300,1993-04-01,2013,No
17185483,2016-01-03 16:26:00,1048,2048,132.32,Online Transaction,90865,ONLINE,ONLINE,00000,5311,No Error,Department Stores,1.0,59,63,1960,12,Female,265 Ocean Drive,29.79,-95.82,26422,53878,78143,779,4,Mastercard,Credit,08/2020,YES,2,12500,2003-03-01,2003,No
17185816,2016-01-03 17:52:00,257,4386,118.46,Online Transaction,27092,ONLINE,ONLINE,00000,4829,No Error,Money Transfer,1.0,52,65,1967,9,Male,858 Martin Luther King Drive,34.2,-118.39,15239,31070,86747,708,4,Visa,Credit,11/2024,YES,1,8000,2011-08-01,2011,No
17185927,2016-01-03 18:36:00,1103,2599,174.1,Online Transaction,27092,ONLINE,ONLINE,00000,4829,No Error,Money Transfer,1.0,45,70,1974,5,Female,31 Jefferson Boulevard,47.09,-116.46,12618,25723,34007,746,3,Mastercard,Debit,06/2023,YES,2,15409,2009-04-01,2010,No
17187452,2016-01-04 07:53:00,948,3083,275.78,Online Transaction,44795,ONLINE,ONLINE,00000,3780,No Error,Computer Network Services,1.0,53,65,1966,12,Female,1540 El Camino Avenue,26.74,-80.12,18205,37119,55010,718,5,Visa,Credit,06/2023,YES,2,8300,2010-05-01,2010,No
17188189,2016-01-04 10:09:00,104,4205,30.51,Swipe Transaction,82052,Grand Prairie,TX,75054,5941,No Error,Sporting Goods Stores,1.0,33,65,1986,11,Female,2043 Mill Street,32.69,-97.01,18334,37384,49182,713,3,Mastercard,Credit,05/2024,NO,1,8000,2007-08-01,2020,No
17188213,2016-01-04 10:13:00,104,4205,115.23,Online Transaction,60569,ONLINE,ONLINE,00000,5300,No Error,Wholesale Clubs,1.0,33,65,1986,11,Female,2043 Mill Street,32.69,-97.01,18334,37384,49182,713,3,Mastercard,Credit,05/2024,NO,1,8000,2007-08-01,2020,No
17188949,2016-01-04 12:24:00,360,3592,294.63,Online Transaction,59350,ONLINE,ONLINE,00000,7922,No Error,Theatrical Producers,1.0,43,67,1976,4,Male,881 Plum Street,39.22,-74.8,22697,46278,51243,791,4,Mastercard,Debit,04/2020,NO,1,21058,2015-06-01,2015,No
17189386,2016-01-04 13:46:00,274,2841,57.81,Online Transaction,27092,ONLINE,ONLINE,00000,4829,No Error,Money Transfer,1.0,43,67,1976,4,Female,4 North Street,38.89,-77.03,23940,48810,0,799,3,Mastercard,Credit,02/2023,YES,2,10500,2003-05-01,2016,No
17189413,2016-01-04 13:51:00,274,2841,36.57,Online Transaction,60569,ONLINE,ONLINE,00000,5300,No Error,Wholesale Clubs,1.0,43,67,1976,4,Female,4 North Street,38.89,-77.03,23940,48810,0,799,3,Mastercard,Credit,02/2023,YES,2,10500,2003-05-01,2016,No
17189651,2016-01-04 14:37:00,1138,2122,138.89,Online Transaction,27092,ONLINE,ONLINE,00000,4829,No Error,Money Transfer,1.0,51,64,1968,3,Female,5334 11th Avenue,33.68,-86.39,20542,41886,107734,768,3,Mastercard,Debit (Prepaid),02/2020,YES,2,51,2006-03-01,2011,No
17192796,2016-01-05 10:01:00,581,211,30.5,Online Transaction,86959,ONLINE,ONLINE,00000,5311,No Error,Department Stores,1.0,48,67,1971,3,Male,1813 Second Lane,29.99,-90.24,14696,29962,55000,684,3,Visa,Debit,08/2020,YES,1,12589,2009-01-01,2011,No
17192858,2016-01-05 10:11:00,1600,4251,12.22,Swipe Transaction,7773,Kirkland,WA,98034,5300,No Error,Wholesale Clubs,1.0,62,66,1957,9,Female,314 Fourth Street,47.67,-122.18,49629,101193,124771,747,3,Mastercard,Debit,08/2023,YES,1,48754,2008-08-01,2013,No
17193020,2016-01-05 10:41:00,581,211,53.96,Online Transaction,27092,ONLINE,ONLINE,00000,4829,No Error,Money Transfer,1.0,48,67,1971,3,Male,1813 Second Lane,29.99,-90.24,14696,29962,55000,684,3,Visa,Debit,08/2020,YES,1,12589,2009-01-01,2011,No
17193066,2016-01-05 10:50:00,581,211,337.0,Online Transaction,44795,ONLINE,ONLINE,00000,3780,No Error,Computer Network Services,1.0,48,67,1971,3,Male,1813 Second Lane,29.99,-90.24,14696,29962,55000,684,3,Visa,Debit,08/2020,YES,1,12589,2009-01-01,2011,No
17193178,2016-01-05 11:09:00,1445,3722,170.5,Online Transaction,76639,ONLINE,ONLINE,00000,5732,No Error,Electronics Stores,1.0,68,68,1951,6,Male,8199 Park Boulevard,41.12,-85.87,17969,27939,11243,841,5,Visa,Credit,04/2020,YES,2,12800,2004-07-01,2006,No
17193264,2016-01-05 11:28:00,1600,4251,117.7,Online Transaction,59350,ONLINE,ONLINE,00000,7922,No Error,Theatrical Producers,1.0,62,66,1957,9,Female,314 Fourth Street,47.67,-122.18,49629,101193,124771,747,3,Mastercard,Debit,08/2023,YES,1,48754,2008-08-01,2013,No
17193450,2016-01-05 12:00:00,1302,3972,1.37,Online Transaction,47399,ONLINE,ONLINE,00000,5815,No Error,"Digital Goods - Media, Books, Apps",1.0,62,72,1958,2,Female,8323 Catherine Boulevard,36.42,-81.46,14218,28988,13351,694,4,Mastercard,Debit (Prepaid),10/2022,YES,2,13,2011-07-01,2014,No
17193489,2016-01-05 12:07:00,1302,3972,28.22,Chip Transaction,69374,West Jefferson,NC,28694,5300,No Error,Wholesale Clubs,1.0,62,72,1958,2,Female,8323 Catherine Boulevard,36.42,-81.46,14218,28988,13351,694,4,Mastercard,Debit (Prepaid),10/2022,YES,2,13,2011-07-01,2014,No
17193602,2016-01-05 12:30:00,581,211,2301.2,Online Transaction,9922,ONLINE,ONLINE,00000,4411,No Error,Cruise Lines,1.0,48,67,1971,3,Male,1813 Second Lane,29.99,-90.24,14696,29962,55000,684,3,Visa,Debit,08/2020,YES,1,12589,2009-01-01,2011,No
17193636,2016-01-05 12:36:00,1498,3735,61.9,Online Transaction,83491,ONLINE,ONLINE,00000,5045,No Error,"Computers, Computer Peripheral Equipment",1.0,47,66,1972,7,Female,69590 Rose Drive,39.68,-74.98,24911,50790,3547,726,4,Mastercard,Debit (Prepaid),04/2023,YES,2,76,2005-07-01,2010,No
17193756,2016-01-05 12:56:00,1498,3735,54.56,Chip Transaction,65324,Clayton,NJ,08312,5921,No Error,"Package Stores, Beer, Wine, Liquor",1.0,47,66,1972,7,Female,69590 Rose Drive,39.68,-74.98,24911,50790,3547,726,4,Mastercard,Debit (Prepaid),04/2023,YES,2,76,2005-07-01,2010,No
17193780,2016-01-05 13:01:00,581,211,9.44,Online Transaction,83480,ONLINE,ONLINE,00000,9402,No Error,Postal Services - Government Only,1.0,48,67,1971,3,Male,1813 Second Lane,29.99,-90.24,14696,29962,55000,684,3,Visa,Debit,08/2020,YES,1,12589,2009-01-01,2011,No
17193850,2016-01-05 13:13:00,1917,5803,77.63,Online Transaction,18215,ONLINE,ONLINE,00000,5719,No Error,Miscellaneous Home Furnishing Stores,1.0,49,69,1970,5,Male,3225 Lexington Street,40.92,-72.92,28694,58503,37838,680,4,Amex,Credit,12/2021,YES,2,8600,2004-12-01,2009,No
17193876,2016-01-05 13:18:00,1302,3972,52.58,Online Transaction,85247,ONLINE,ONLINE,00000,5815,No Error,"Digital Goods - Media, Books, Apps",1.0,62,72,1958,2,Female,8323 Catherine Boulevard,36.42,-81.46,14218,28988,13351,694,4,Mastercard,Debit (Prepaid),10/2022,YES,2,13,2011-07-01,2014,No
17193997,2016-01-05 13:41:00,581,211,49.65,Online Transaction,27092,ONLINE,ONLINE,00000,4829,No Error,Money Transfer,1.0,48,67,1971,3,Male,1813 Second Lane,29.99,-90.24,14696,29962,55000,684,3,Visa,Debit,08/2020,YES,1,12589,2009-01-01,2011,No
17194714,2016-01-05 16:02:00,1498,3735,71.17,Swipe Transaction,49287,Sicklerville,NJ,08081,7922,No Error,Theatrical Producers,1.0,47,66,1972,7,Female,69590 Rose Drive,39.68,-74.98,24911,50790,3547,726,4,Mastercard,Debit (Prepaid),04/2023,YES,2,76,2005-07-01,2010,No
17194799,2016-01-05 16:19:00,1498,3735,292.44,Swipe Transaction,32526,Williamstown,NJ,08094,5300,No Error,Wholesale Clubs,1.0,47,66,1972,7,Female,69590 Rose Drive,39.68,-74.98,24911,50790,3547,726,4,Mastercard,Debit (Prepaid),04/2023,YES,2,76,2005-07-01,2010,No
17197301,2016-01-06 09:35:00,581,211,337.0,Online Transaction,44795,ONLINE,ONLINE,00000,3780,No Error,Computer Network Services,1.0,48,67,1971,3,Male,1813 Second Lane,29.99,-90.24,14696,29962,55000,684,3,Visa,Debit,08/2020,YES,1,12589,2009-01-01,2011,No
17198019,2016-01-06 11:44:00,1917,5803,7.24,Online Transaction,89949,ONLINE,ONLINE,00000,7996,No Error,"Amusement Parks, Carnivals, Circuses",1.0,49,69,1970,5,Male,3225 Lexington Street,40.92,-72.92,28694,58503,37838,680,4,Amex,Credit,12/2021,YES,2,8600,2004-12-01,2009,No
17198107,2016-01-06 11:58:00,1917,5803,120.26,Online Transaction,61738,ONLINE,ONLINE,00000,5094,No Error,Precious Stones and Metals,1.0,49,69,1970,5,Male,3225 Lexington Street,40.92,-72.92,28694,58503,37838,680,4,Amex,Credit,12/2021,YES,2,8600,2004-12-01,2009,No
17198312,2016-01-06 12:35:00,360,3592,52.08,Online Transaction,27092,ONLINE,ONLINE,00000,4829,No Error,Money Transfer,1.0,43,67,1976,4,Male,881 Plum Street,39.22,-74.8,22697,46278,51243,791,4,Mastercard,Debit,04/2020,NO,1,21058,2015-06-01,2015,No
17198400,2016-01-06 12:50:00,360,3592,261.0,Online Transaction,57133,ONLINE,ONLINE,00000,3730,No Error,Ship Chandlers,1.0,43,67,1976,4,Male,881 Plum Street,39.22,-74.8,22697,46278,51243,791,4,Mastercard,Debit,04/2020,NO,1,21058,2015-06-01,2015,No
17198849,2016-01-06 14:12:00,360,3592,77.33,Online Transaction,38602,ONLINE,ONLINE,00000,5311,No Error,Department Stores,1.0,43,67,1976,4,Male,881 Plum Street,39.22,-74.8,22697,46278,51243,791,4,Mastercard,Debit,04/2020,NO,1,21058,2015-06-01,2015,No
17198858,2016-01-06 14:13:00,360,3592,22.21,Swipe Transaction,69880,Mays Landing,NJ,08330,7996,No Error,"Amusement Parks, Carnivals, Circuses",1.0,43,67,1976,4,Male,881 Plum Street,39.22,-74.8,22697,46278,51243,791,4,Mastercard,Debit,04/2020,NO,1,21058,2015-06-01,2015,No
17199631,2016-01-06 16:36:00,729,3905,14.79,Online Transaction,32606,ONLINE,ONLINE,00000,7832,Bad Expiration,Motion Picture Theaters,1.0,80,67,1939,4,Female,499 Lafayette Lane,40.28,-86.51,16421,24884,1828,850,6,Visa,Credit,08/2022,YES,2,5700,2009-07-01,2011,No
17201346,2016-01-07 07:10:00,663,975,207.33,Online Transaction,76210,ONLINE,ONLINE,00000,5732,No Error,Electronics Stores,1.0,68,63,1951,3,Female,6398 Lake Lane,35.92,-86.84,36563,70554,39078,655,5,Mastercard,Debit,05/2021,NO,2,2046,2000-02-01,2008,No
17201616,2016-01-07 08:00:00,663,975,2.86,Swipe Transaction,78370,Brentwood,TN,37024,5921,Bad PIN,"Package Stores, Beer, Wine, Liquor",1.0,68,63,1951,3,Female,6398 Lake Lane,35.92,-86.84,36563,70554,39078,655,5,Mastercard,Debit,05/2021,NO,2,2046,2000-02-01,2008,No
